ID,Profit99,Online99,Age99,Inc99,Tenure99,District99,Profit00,Online00,Billpay99,Billpay00
14359,-98,0,,,9.5,1200,,,0,
14360,627,0,3,7,9.66,1200,1043,0,0,0
14361,-21,0,3,6,5.25,1200,-15,0,0,0
14362,-18,0,,,13.83,1200,-93,0,0,0
14363,112,1,1,6,8.41,1200,122,1,0,0
14364,-75,1,5,9,2.33,1200,231,1,0,0
14365,-5,0,,,1.66,1200,,,0,
14366,-13,0,4,3,8.66,1200,1207,1,0,0
14367,154,0,4,8,3.16,1200,177,0,0,0
14368,-34,1,,,1.66,1200,-1,1,0,0
14369,137,1,3,6,4,1200,220,1,0,0
14370,-214,0,4,9,27.75,1200,-141,0,0,0
14371,-27,0,,,0.83,1300,,,0,
14372,1,0,,,11.16,1300,,,0,
14373,33,0,,,14.33,1200,40,0,0,0
14374,1349,0,,,13.16,1200,1999,0,0,0
14375,106,0,7,7,28.75,1200,27,1,0,0
14376,-31,0,,,17.75,1300,,,0,
14377,369,0,4,9,14.58,1200,600,0,0,0
14378,-80,0,4,2,4.16,1200,-19,0,0,0
14379,210,1,2,7,2.75,1200,222,1,0,0
14380,319,0,3,8,3.08,1300,260,0,0,0
14381,-20,0,,,0.66,1200,-16,0,0,0
14382,873,0,,3,13.33,1200,1165,0,0,0
14383,-75,0,7,5,30.91,1300,-165,0,0,0
14384,-18,0,3,2,3.5,1200,-43,0,0,0
14385,-18,0,,,6.33,1200,,,0,
14386,-73,0,,5,18.75,1200,-20,0,0,0
14387,369,0,,,0.41,1200,,,0,
14388,-146,1,4,4,2.08,1200,66,0,0,0
14389,342,0,,1,12,1300,,,0,
14390,288,0,4,5,30.66,1200,301,0,0,0
14391,506,0,3,9,12.58,1200,558,0,0,0
14392,719,0,7,4,19,1100,391,0,0,0
14393,-4,1,4,7,14.33,1300,-34,1,0,0
14394,404,0,,,7.41,1200,161,0,0,0
14395,638,0,5,8,28.25,1200,1268,0,0,0
14396,49,0,4,8,1.5,1200,78,0,0,0
14397,368,0,3,6,5.91,1200,395,0,0,0
14398,-40,0,3,4,9.91,1200,-23,0,0,0
14399,-198,0,7,3,34.33,1100,-194,0,0,0
14400,225,0,,,5.58,1300,-73,0,0,0
14401,-16,0,7,8,7.66,1200,-28,0,0,0
14402,192,0,5,7,12,1200,,,0,
14403,108,0,2,6,3.75,1200,-89,0,0,0
14404,-160,1,2,1,3.83,1200,,,0,
14405,243,1,,,6.25,1200,,,1,
14406,-58,0,,7,1.5,1200,-32,1,0,0
14407,-37,0,6,6,11.58,1300,356,0,0,0
14408,-87,0,,,3.5,1200,,,0,
14409,281,1,3,9,3.66,1200,117,0,1,0
14410,465,0,7,3,13.08,1200,447,0,0,0
14411,12,0,7,,22.08,1200,-3,0,0,0
14412,-3,0,6,6,7.66,1100,-12,0,0,0
14413,108,0,,,2,1200,348,0,0,0
14414,-30,0,2,7,7.5,1200,-9,0,0,0
14415,309,1,,,2.66,1200,391,1,0,0
14416,3,0,1,1,2.5,1200,-1,0,0,0
14417,41,0,,,3.5,1200,9,0,0,0
14418,766,0,7,3,22.5,1200,,,0,
14419,-99,0,7,7,22.25,1200,-249,0,0,0
14420,-36,0,5,9,16.83,1200,54,0,0,0
14421,227,0,4,8,11.16,1200,458,1,0,1
14422,32,0,,,7.25,1200,-18,0,0,0
14423,-38,0,3,1,2.66,1200,-20,0,0,0
14424,-29,0,,5,7.91,1200,-58,0,0,0
14425,97,0,2,7,6.75,1200,391,1,0,0
14426,-15,0,4,3,0.16,1200,-4,0,0,0
14427,107,0,2,6,1.33,1200,65,0,0,0
14428,190,0,4,6,6.25,1200,124,0,0,0
14429,250,0,3,9,6.91,1200,7031,0,0,0
14430,-25,0,7,4,16.91,1200,-30,0,0,0
14431,-117,0,3,9,12.66,1200,172,0,0,0
14432,84,0,5,7,12.25,1200,-92,0,0,0
14433,734,0,7,1,31.5,1300,1002,0,0,0
14434,-90,0,6,6,7.58,1300,-86,0,0,0
14435,161,1,4,3,25.08,1200,,,0,
14436,-40,0,3,1,3.33,1200,2,0,0,0
14437,-1,0,4,6,20.33,1200,-102,0,0,0
14438,-8,0,3,4,20,1300,89,0,0,0
14439,-31,0,,,4.41,1200,26,0,0,0
14440,-80,0,,,24.41,1200,-71,0,0,0
14441,-62,0,4,9,10.83,1200,-88,0,0,0
14442,5,0,4,6,15.5,1200,3,0,0,0
14443,49,0,4,9,28.08,1200,632,0,0,0
14444,10,0,,,3,1300,,,0,
14445,252,0,3,7,13,1200,322,0,0,0
14446,365,1,4,6,19.5,1200,78,1,0,0
14447,-41,0,6,1,15.83,1200,-11,0,0,0
14448,-23,1,4,4,4.75,1100,-101,1,0,0
14449,-44,0,5,1,27.33,1200,-58,0,0,0
14450,-53,0,,,39.91,1200,,,0,
14451,311,0,,,4.33,1300,261,0,0,0
14452,334,0,,,5.66,1200,,,0,
14453,-1,0,4,3,18.58,1200,-78,0,0,0
14454,332,0,5,6,2.75,1200,311,0,0,0
14455,592,0,4,9,8.41,1200,522,0,0,0
14456,382,0,4,9,14.33,1200,410,0,0,0
14457,209,0,5,5,22.58,1200,274,0,0,0
14458,-34,0,3,4,6.66,1200,-17,0,0,0
14459,-84,0,5,6,13.08,1200,-85,0,0,0
14460,-76,0,5,1,2.41,1200,-60,0,0,0
14461,-20,0,3,6,6.66,1200,-5,0,0,0
14462,196,0,6,2,11.58,1100,144,0,0,0
14463,-20,0,3,3,18.58,1200,11,1,0,0
14464,-30,0,5,1,10.58,1200,-28,0,0,0
14465,-10,0,2,8,4.66,1200,,,0,
14466,189,0,7,1,11.5,1100,275,0,0,0
14467,-78,0,4,7,6.16,1100,136,0,0,0
14468,988,0,6,1,15.83,1100,1038,0,0,0
14469,371,0,1,,14.08,1200,623,0,0,0
14470,-23,0,6,3,15.5,1300,-23,0,0,0
14471,-87,0,3,7,14,1200,-100,0,0,0
14472,-22,0,2,1,3.08,1300,86,0,0,0
14473,18,0,3,1,5.83,1300,-2,0,0,0
14474,41,0,3,5,8.91,1200,298,1,0,0
14475,282,1,,,2.91,1300,,,0,
14476,507,0,7,1,11.41,1200,178,0,0,0
14477,-33,0,3,8,0.75,1200,-69,0,0,0
14478,-38,0,2,6,9.66,1200,-44,0,0,0
14479,-90,0,,,2.33,1200,,,0,
14480,-3,0,,7,7.5,1200,-3,0,0,0
14481,421,0,7,3,2.41,1200,329,0,0,0
14482,234,0,6,9,30.08,1200,136,0,0,0
14483,-21,0,6,5,2.25,1200,0,0,0,0
14484,-25,0,3,4,20.08,1200,,,0,
14485,145,0,6,9,27.41,1200,63,0,0,0
14486,416,0,3,6,7.58,1200,616,0,0,0
14487,160,0,3,9,11.66,1200,208,1,0,0
14488,155,0,3,4,18.58,1200,84,0,0,0
14489,730,0,7,3,19.83,1200,408,0,0,0
14490,-21,0,3,9,13.83,1200,-24,0,0,0
14491,20,0,4,6,33.5,1100,76,0,0,0
14492,5,0,3,1,6.41,1200,-8,0,0,0
14493,154,1,,,7.91,1200,338,1,0,0
14494,202,0,6,5,4.66,1300,108,0,0,0
14495,-2,0,2,5,6.91,1200,-30,1,0,0
14496,-143,1,2,6,7.58,1200,203,1,0,0
14497,209,0,6,4,10.91,1100,,,0,
14498,-33,0,4,1,5.5,1200,-43,0,0,0
14499,-2,0,3,5,12.91,1100,-3,0,0,0
14500,-18,0,3,5,3.91,1300,0,0,0,0
14501,555,1,,,11.08,1200,,,1,
14502,12,0,,,0.25,1300,,,0,
14503,-29,0,2,3,10.33,1200,-28,0,0,0
14504,-28,0,3,,14.16,1200,-69,0,0,0
14505,231,0,,,20.25,1100,392,0,0,0
14506,138,0,6,9,7.58,1200,36,0,0,0
14507,-63,1,3,7,4.83,1200,-8,1,0,0
14508,104,0,4,4,15.41,1200,94,0,0,0
14509,310,0,,,9.41,1200,377,0,0,0
14510,-64,0,5,5,0.5,1200,-49,0,0,0
14511,623,0,5,4,12.66,1300,701,0,0,0
14512,327,0,3,6,3.58,1300,262,0,0,0
14513,-67,1,3,7,10.91,1300,,,0,
14514,14,0,3,6,8.08,1200,137,0,0,0
14515,58,0,2,7,2.33,1200,591,0,0,0
14516,-94,0,2,8,8,1300,-64,0,0,0
14517,-55,0,4,6,1.33,1200,-56,0,0,0
14518,-43,0,4,4,6.5,1300,-20,0,0,0
14519,-72,0,7,2,28.25,1300,250,0,0,0
14520,329,0,3,3,9.16,1300,449,0,0,0
14521,924,0,4,6,9.83,1200,1108,1,0,0
14522,35,0,,,2,1200,81,0,0,0
14523,-3,0,2,7,9.75,1200,-3,0,0,0
14524,676,0,4,8,28.25,1200,726,0,0,0
14525,-47,1,2,4,5.41,1300,229,1,0,0
14526,-197,0,,5,3.08,1200,-125,1,0,0
14527,-8,0,4,6,2.75,1100,-86,0,0,0
14528,473,1,4,6,10.66,1200,317,1,0,0
14529,-56,0,7,2,11.41,1200,-59,0,0,0
14530,203,0,5,6,3.83,1200,203,0,0,0
14531,-54,0,2,,0.66,1300,13,0,0,0
14532,1940,0,5,9,10.16,1200,1404,0,0,0
14533,-37,0,5,4,18.83,1200,-25,0,0,0
14534,-43,1,1,4,3,1200,191,1,0,0
14535,213,0,5,7,6,1100,293,0,0,0
14536,-9,0,,,1.41,1200,-9,0,0,0
14537,73,0,5,2,16.16,1200,97,0,0,0
14538,-37,0,,,2.41,1300,,,0,
14539,904,1,3,6,18.25,1200,906,1,0,1
14540,-31,0,,,1.08,1200,-27,1,0,0
14541,176,0,3,6,2.83,1300,51,0,0,0
14542,2,0,6,5,3.58,1300,-43,0,0,0
14543,-27,0,,,5.83,1200,,,0,
14544,-29,0,,,0.66,1200,,,0,
14545,54,1,,,2.58,1200,,,1,
14546,22,0,7,7,19.16,1200,21,0,0,0
14547,167,1,2,7,8.58,1200,130,1,0,0
14548,5,0,,,3,1200,90,0,0,0
14549,-10,0,5,5,3.83,1200,55,0,0,0
14550,185,0,6,6,6.5,1200,472,0,0,0
14551,-8,0,6,8,7.58,1200,-6,0,0,0
14552,496,0,3,8,12,1200,946,1,0,0
14553,41,0,,,7.16,1200,16,0,0,0
14554,709,1,7,7,22.08,1200,-8,1,0,0
14555,280,0,,,3.25,1100,153,0,0,0
14556,529,0,3,8,7.33,1200,826,0,0,0
14557,-89,0,7,1,31.16,1100,-51,0,0,0
14558,349,0,,,4.66,1200,,,0,
14559,91,0,7,8,25.41,1200,88,0,0,0
14560,-42,0,5,5,33.08,1300,-41,0,0,0
14561,33,0,,,18.08,1200,35,0,0,0
14562,209,0,4,8,2.41,1200,508,1,0,1
14563,167,1,,,13.08,1300,212,1,0,0
14564,1357,0,4,9,29.75,1200,1670,0,0,0
14565,166,0,4,9,14.08,1200,223,0,0,0
14566,460,0,3,6,8.08,1200,369,0,0,0
14567,-85,0,,,14.58,1200,-59,0,0,0
14568,251,0,3,8,4.08,1200,154,0,0,0
14569,157,0,4,5,17.16,1200,109,0,0,0
14570,70,0,7,6,4,1200,151,0,0,0
14571,758,0,,,33.83,1100,1862,0,0,0
14572,785,1,3,9,10.25,1300,371,1,1,0
14573,-29,1,3,3,7.41,1200,,,0,
14574,-57,0,2,7,1.08,1200,,,0,
14575,262,0,1,5,2,1200,207,0,0,0
14576,141,1,3,6,7.83,1200,181,1,1,0
14577,-17,1,4,3,3.25,1200,-4,1,0,0
14578,-8,0,,,2.58,1200,-17,0,0,0
14579,-75,0,,,5.16,1300,-73,0,0,0
14580,-99,0,6,2,23.5,1200,-26,0,0,0
14581,-28,1,5,4,13.5,1200,-32,1,0,0
14582,87,0,6,4,13.33,1200,90,0,0,0
14583,199,0,,,11.5,1300,,,0,
14584,-9,0,6,5,6.5,1200,-70,0,0,0
14585,-61,0,,,6,1300,-33,1,0,0
14586,-54,0,3,7,10.33,1200,83,0,0,0
14587,-43,0,,,2.5,1200,-44,0,0,0
14588,44,0,7,4,14.66,1200,46,0,0,0
14589,263,0,,,19.83,1100,349,0,0,0
14590,-16,0,,3,3.83,1200,-21,0,0,0
14591,-18,0,,,3.58,1300,,,0,
14592,1,0,,,7.41,1200,133,0,0,0
14593,-93,0,2,3,29.08,1200,291,0,0,0
14594,240,0,4,5,19,1200,74,0,0,0
14595,-105,0,3,5,6,1200,200,0,0,0
14596,-26,0,4,9,3.5,1200,-52,0,0,0
14597,13,0,7,6,17.91,1200,56,0,0,0
14598,149,0,,,21.41,1300,,,0,
14599,295,0,3,6,9.08,1200,,,0,
14600,-64,0,3,,6.16,1200,-53,0,0,0
14601,-23,0,4,5,7.5,1300,-29,0,0,0
14602,288,0,4,7,5.41,1200,210,0,0,0
14603,-99,1,,,5.16,1200,,,0,
14604,-31,0,,,10.5,1300,,,0,
14605,1028,0,5,6,8.66,1200,1414,0,0,0
14606,362,0,3,6,7.91,1200,634,1,0,0
14607,68,0,2,9,2.5,1200,59,0,0,0
14608,462,0,7,6,4.58,1200,158,1,0,0
14609,48,1,2,1,3.5,1200,94,1,0,0
14610,35,0,5,5,7.41,1300,76,0,0,0
14611,194,0,,,9.66,1100,286,0,0,0
14612,450,1,2,9,4.91,1200,272,1,0,0
14613,-30,0,,3,2.25,1200,-29,0,0,0
14614,83,0,4,9,24.08,1200,95,0,0,0
14615,-46,0,,,0.25,1200,,,0,
14616,11,0,,3,1.16,1200,11,0,0,0
14617,119,0,5,9,21.66,1200,161,0,0,0
14618,22,0,,,15.91,1200,,,0,
14619,-63,0,3,4,2.33,1200,21,0,0,0
14620,834,0,3,8,8,1200,459,1,0,0
14621,-44,1,4,5,5.91,1200,-17,1,0,0
14622,295,0,5,6,16.66,1200,246,0,0,0
14623,375,0,3,6,2.5,1300,371,0,0,0
14624,-48,0,3,7,4.41,1200,-80,0,0,0
14625,-107,0,3,6,10.91,1200,-83,0,0,0
14626,20,0,6,1,7.91,1100,46,0,0,0
14627,-11,0,,,0.58,1200,,,0,
14628,31,0,4,1,22.08,1200,6,0,0,0
14629,237,0,,,15.5,1200,221,0,0,0
14630,-23,0,3,7,2.66,1200,-30,0,0,0
14631,30,0,3,7,4,1200,16,1,0,0
14632,207,0,4,8,4.75,1300,335,0,0,0
14633,115,0,3,5,8.25,1200,309,0,0,0
14634,-19,0,3,6,7.58,1200,-11,0,0,0
14635,-68,0,5,1,0.33,1200,-93,0,0,0
14636,-51,0,1,5,9.25,1100,-20,0,0,0
14637,133,0,,,7.58,1300,220,1,0,0
14638,827,0,6,7,4.83,1200,843,0,0,0
14639,-154,0,4,3,23.16,1300,-122,0,0,0
14640,160,0,,,24.33,1200,-83,0,0,0
14641,641,0,7,3,17,1200,-25,0,0,0
14642,255,0,4,3,17.08,1200,94,0,0,0
14643,57,0,3,,3.16,1300,41,0,0,0
14644,13,0,6,4,3.16,1200,21,0,0,0
14645,-10,0,2,8,4.75,1200,-1,0,0,0
14646,14,0,3,6,5.58,1300,,,0,
14647,120,0,6,7,29.41,1100,105,0,0,0
14648,-65,0,,,12.58,1200,-68,0,0,0
14649,-95,0,6,3,16.91,1200,-168,0,0,0
14650,121,0,6,4,5.58,1100,128,0,0,0
14651,3,0,2,6,11.08,1200,37,0,0,0
14652,804,0,7,2,10.58,1200,1399,0,0,0
14653,-52,0,3,4,21.41,1200,-49,0,0,0
14654,-12,0,,,30.41,1300,,,0,
14655,-22,0,4,6,3.5,1200,-53,0,0,0
14656,-38,0,1,1,1.5,1300,-113,0,0,0
14657,-27,0,5,5,6.66,1200,55,0,0,0
14658,-17,0,,,0.16,1200,,,0,
14659,-18,0,,6,13.5,1200,-35,0,0,0
14660,667,0,4,7,20.66,1200,937,0,0,0
14661,-12,0,5,7,7.16,1100,240,1,0,0
14662,-174,0,4,5,6.5,1200,-117,0,0,0
14663,125,1,3,9,14.5,1200,330,1,1,1
14664,-18,0,1,4,1.41,1200,19,1,0,0
14665,-31,0,3,7,13.16,1100,-31,0,0,0
14666,5,0,7,,14.66,1100,16,0,0,0
14667,-3,0,3,4,5.75,1100,-3,0,0,0
14668,40,0,4,7,6.08,1200,35,0,0,0
14669,-67,0,7,9,2.91,1200,,,0,
14670,112,0,,,11.66,1200,,,0,
14671,207,0,3,9,1.16,1200,,,0,
14672,236,1,2,6,22.25,1200,272,1,1,0
14673,204,0,4,6,7.58,1300,360,0,0,0
14674,-16,1,3,9,11.91,1200,36,1,0,0
14675,12,0,2,5,4.58,1200,,,0,
14676,25,0,3,8,2.33,1200,20,0,0,0
14677,20,0,2,3,5.41,1200,40,0,0,0
14678,36,0,5,5,27.58,1200,27,0,0,0
14679,1109,0,4,9,30.25,1200,447,1,0,0
14680,-36,0,,6,4.58,1200,-67,0,0,0
14681,132,0,5,5,29.75,1200,681,0,0,0
14682,-74,0,3,1,29.08,1200,-73,0,0,0
14683,607,0,4,7,16.08,1200,167,0,0,0
14684,-28,0,3,6,1.08,1100,-21,0,0,0
14685,371,0,2,6,4.91,1300,399,0,0,0
14686,-62,0,3,6,4.41,1100,,,0,
14687,-11,1,3,3,6.33,1200,-42,0,0,0
14688,-31,0,4,7,0.58,1200,-37,1,0,0
14689,1,0,,,6.33,1200,,,0,
14690,500,0,5,2,1.41,1200,370,0,0,0
14691,79,0,4,5,10.25,1300,25,0,0,0
14692,203,1,4,5,10.66,1200,369,1,0,0
14693,129,0,4,8,9.75,1200,279,0,0,0
14694,330,0,7,2,2.5,1200,324,0,0,0
14695,474,0,3,7,14.5,1200,501,0,0,0
14696,-4,0,,,2.41,1300,,,0,
14697,-38,0,7,1,22.08,1300,-27,0,0,0
14698,-73,0,2,3,3.83,1200,-53,0,0,0
14699,-19,0,,,3.83,1100,,,0,
14700,1243,0,3,9,6.75,1200,1149,0,0,0
14701,1045,0,,,22.25,1300,1224,1,0,0
14702,373,0,,,11.58,1200,348,0,0,0
14703,617,0,2,9,12.75,1200,311,0,0,0
14704,537,0,7,6,18.66,1200,562,0,0,0
14705,-3,0,3,,4.25,1300,-3,0,0,0
14706,65,1,4,9,3.91,1200,48,1,1,1
14707,90,0,7,9,21.58,1200,83,0,0,0
14708,164,0,4,6,7.58,1200,109,0,0,0
14709,198,0,,,11.41,1200,479,0,0,0
14710,547,1,,,7.91,1200,,,0,
14711,201,0,2,1,7.33,1200,306,0,0,0
14712,-33,1,3,6,2,1200,-1,1,0,0
14713,76,1,3,6,15.58,1200,-1,1,0,0
14714,150,0,7,3,5.16,1200,157,0,0,0
14715,12,0,4,1,0.33,1200,10,0,0,0
14716,255,0,4,7,5.91,1200,301,0,0,0
14717,-43,1,,,17.5,1200,-33,1,0,0
14718,-29,0,3,4,4.5,1200,-83,0,0,0
14719,53,0,2,3,2.41,1200,-55,0,0,0
14720,828,0,5,6,23.08,1200,944,1,0,0
14721,-9,0,,,2.5,1200,-22,0,0,0
14722,13,0,6,5,14,1200,3,0,0,0
14723,-67,0,4,9,3,1200,-69,0,0,0
14724,400,0,2,6,4.41,1200,,,0,
14725,264,0,5,4,5.25,1200,160,0,0,0
14726,7,0,,1,10.08,1200,20,1,0,0
14727,157,0,,,3.08,1200,,,0,
14728,37,0,4,8,5.83,1300,31,0,0,0
14729,16,0,,,1.91,1200,-8,0,0,0
14730,79,0,2,,10.66,1300,128,1,0,0
14731,450,0,,,5.66,1200,,,0,
14732,-76,0,6,2,26.66,1200,-40,0,0,0
14733,159,1,2,7,16.58,1200,179,1,0,0
14734,1,1,1,1,5.66,1200,230,1,0,0
14735,55,0,5,6,15.16,1200,4,0,0,0
14736,52,0,3,7,10.83,1200,-3,0,0,0
14737,-21,0,,,1.41,1300,-50,0,0,0
14738,8,0,4,6,24.16,1200,18,0,0,0
14739,342,0,7,3,24.75,1200,323,0,0,0
14740,-17,0,,1,5,1100,138,0,0,0
14741,320,0,3,7,14.5,1200,345,0,0,0
14742,-14,0,2,7,4.25,1100,-14,0,0,0
14743,-31,0,,,4.58,1200,-31,0,0,0
14744,-48,0,4,4,21.5,1200,-89,0,0,0
14745,113,0,,,0.58,1200,,,0,
14746,73,0,2,3,6.91,1200,51,0,0,0
14747,234,0,3,4,9.58,1200,1031,0,0,0
14748,198,0,,,9.66,1200,,,0,
14749,-14,0,5,3,5.41,1300,-17,1,0,0
14750,-2,0,3,6,10.91,1200,-2,0,0,0
14751,-54,0,5,4,10.91,1200,-31,0,0,0
14752,-82,0,3,6,16.91,1300,-42,1,0,0
14753,-56,0,3,3,12.91,1300,18,0,0,0
14754,52,1,,,5.08,1300,,,0,
14755,-81,0,4,6,5,1200,-89,0,0,0
14756,-34,0,1,4,1.91,1100,-31,0,0,0
14757,-30,0,,,6.41,1300,35,0,0,0
14758,149,0,5,6,28.5,1200,175,0,0,0
14759,-5,1,,,11.66,1200,,,0,
14760,367,1,4,6,19.08,1200,396,1,0,0
14761,-95,0,4,5,26.5,1300,-73,0,0,0
14762,484,0,,,22.58,1200,598,0,0,0
14763,76,0,5,3,25.66,1200,20,0,0,0
14764,1098,0,4,9,14.08,1200,1371,0,0,0
14765,-68,0,4,9,9.25,1200,-6,0,0,0
14766,-19,0,5,6,7.58,1200,-29,0,0,0
14767,157,0,,,5,1200,,,0,
14768,-2,0,,,0.25,1200,-29,0,0,0
14769,19,0,2,6,6.41,1200,17,0,0,0
14770,114,0,3,8,8.91,1200,213,0,0,0
14771,361,0,5,6,8.25,1300,138,0,0,0
14772,-197,0,2,6,4.41,1300,-124,0,0,0
14773,583,1,5,9,1.66,1200,348,1,1,1
14774,401,0,7,6,41.16,1200,1033,0,0,0
14775,194,0,7,6,4.83,1200,196,0,0,0
14776,-95,0,,,5.83,1300,-95,0,0,0
14777,742,0,5,7,16.91,1200,1035,0,0,0
14778,-19,1,3,9,7.83,1200,-10,0,0,0
14779,-28,0,,,1.75,1200,-28,0,0,0
14780,61,0,7,1,19.16,1300,182,0,0,0
14781,194,0,,,7.83,1200,227,0,0,0
14782,334,0,3,6,4.08,1200,-388,1,0,1
14783,19,0,,,1.33,1200,20,0,0,0
14784,-52,0,5,6,6.33,1200,-54,0,0,0
14785,127,1,5,8,6.41,1200,4,1,0,0
14786,-39,0,6,3,30.08,1200,-41,0,0,0
14787,-11,0,3,6,4.25,1200,49,0,0,0
14788,92,1,2,7,21.33,1200,,,0,
14789,-16,0,2,5,13.16,1200,108,0,0,0
14790,-7,0,2,4,1.66,1300,-19,0,0,0
14791,303,1,,,1.75,1300,,,1,
14792,249,0,5,9,13.58,1200,150,0,0,0
14793,-167,0,,,6,1200,,,0,
14794,-53,1,,,2.41,1200,,,0,
14795,2,0,3,7,13.08,1200,3,0,0,0
14796,165,0,5,8,18.41,1200,112,0,0,0
14797,300,0,6,6,20.58,1200,313,0,0,0
14798,0,0,2,2,6.41,1200,1,0,0,0
14799,549,0,3,9,4.58,1200,1075,0,0,0
14800,15,0,,,2.66,1200,,,0,
14801,-26,0,7,6,9.91,1200,-2,0,0,0
14802,-89,0,4,9,5.58,1100,-88,0,0,0
14803,28,0,,,10,1200,35,0,0,0
14804,-70,0,4,6,6.91,1200,-45,0,0,0
14805,190,0,2,7,19.33,1200,103,0,0,0
14806,-141,0,6,2,28.91,1100,-142,0,0,0
14807,780,0,2,6,10.25,1200,638,0,0,0
14808,-153,0,,,22.08,1200,845,0,0,0
14809,499,0,3,6,10.08,1200,303,0,0,0
14810,82,0,5,3,4.83,1200,258,0,0,0
14811,-89,1,2,1,8.41,1100,-36,1,0,0
14812,187,0,6,8,10.58,1200,195,0,0,0
14813,-17,0,2,,1.08,1200,-41,0,0,0
14814,90,0,,,2.33,1200,34,0,0,0
14815,-4,1,4,6,15.83,1200,194,1,0,0
14816,246,0,2,6,5.58,1200,153,0,0,0
14817,109,0,7,1,18.66,1200,123,0,0,0
14818,3,0,2,6,6.83,1200,-11,0,0,0
14819,-68,0,7,1,13.33,1300,-76,0,0,0
14820,-15,0,3,9,13.33,1200,-2,0,0,0
14821,332,0,4,5,1.41,1100,178,0,0,0
14822,-128,0,7,7,23.75,1200,7,0,0,0
14823,-30,1,,,0.83,1100,,,0,
14824,-44,0,,7,0.58,1200,-30,0,0,0
14825,44,0,5,5,11.41,1200,330,0,0,0
14826,-32,0,3,6,4.33,1300,,,0,
14827,401,0,3,6,14.41,1100,178,0,0,0
14828,210,1,2,9,5.33,1200,536,1,1,1
14829,80,0,1,7,8.75,1200,102,0,0,0
14830,-128,0,,,10.83,1200,-41,0,0,0
14831,-92,0,5,3,4.33,1200,-104,0,0,0
14832,-185,1,,,6,1200,-55,1,0,0
14833,-9,0,,,3.66,1300,,,0,
14834,-2,0,,,10.66,1200,,,0,
14835,1,0,,,4.83,1100,3,0,0,0
14836,113,0,5,6,27.16,1200,113,0,0,0
14837,-44,0,4,1,7.25,1200,-28,0,0,0
14838,258,0,3,7,17.16,1200,1034,0,0,0
14839,608,0,3,7,21.58,1200,905,0,0,0
14840,11,0,,,6.41,1200,81,0,0,0
14841,88,0,,,23.66,1200,68,0,0,0
14842,131,0,,,22.16,1200,335,0,0,0
14843,783,0,5,9,13.25,1200,438,0,0,0
14844,106,0,3,4,4.75,1200,20,0,0,0
14845,-49,0,1,3,0.5,1200,-30,1,0,0
14846,272,0,7,6,34.16,1200,194,0,0,0
14847,-71,0,4,3,6.58,1200,-154,0,0,0
14848,14,0,4,5,1.25,1200,10,0,0,0
14849,-101,0,,,7.58,1200,,,0,
14850,-94,0,,,20,1200,-77,0,0,0
14851,171,0,6,8,4.41,1200,25,0,0,0
14852,-131,1,6,6,11.83,1300,-140,1,0,0
14853,64,0,2,1,1.75,1200,-45,0,0,0
14854,14,0,3,,2.16,1300,13,0,0,0
14855,63,0,2,3,3.5,1200,93,0,0,0
14856,151,0,5,6,23.83,1200,143,0,0,0
14857,1464,1,4,8,23.75,1200,1047,1,0,1
14858,-7,0,4,9,14.75,1300,3,0,0,0
14859,337,0,5,7,11.41,1200,165,0,0,0
14860,-3,0,,,21.33,1200,,,0,
14861,656,0,,,18.16,1200,195,1,0,0
14862,73,0,,,29.91,1100,-77,0,0,0
14863,1,0,,,6.5,1200,1,0,0,0
14864,118,0,6,5,18.5,1100,113,0,0,0
14865,5,1,4,6,20.91,1200,50,1,0,0
14866,-27,0,3,2,1.41,1200,-1,0,0,0
14867,-1,0,3,5,1,1200,-26,0,0,0
14868,303,0,3,6,6.91,1200,45,1,0,0
14869,-91,0,5,3,35.16,1300,-86,0,0,0
14870,663,0,6,6,36.41,1200,,,0,
14871,-9,0,4,8,8.91,1200,105,1,0,1
14872,12,0,,,2.75,1100,,,0,
14873,83,1,2,1,2,1300,71,1,0,1
14874,19,0,5,7,0.91,1200,-24,0,0,0
14875,133,0,7,7,16.5,1200,191,0,0,0
14876,-74,0,4,9,15.75,1200,-46,0,0,0
14877,41,0,4,8,0.25,1200,6,0,0,0
14878,11,1,2,5,3.41,1200,343,1,0,0
14879,-42,0,,,10.58,1200,-24,0,0,0
14880,79,0,4,3,4,1200,58,0,0,0
14881,-70,0,,,2.91,1200,64,0,0,0
14882,136,0,3,1,2.58,1300,101,0,0,0
14883,-33,0,7,4,7.16,1200,94,0,0,0
14884,-62,0,5,5,15.5,1200,-1,0,0,0
14885,76,0,7,7,1,1200,200,0,0,0
14886,-59,0,4,6,29.41,1200,-59,0,0,0
14887,-25,0,3,3,1.41,1300,,,0,
14888,131,0,3,3,2.41,1200,61,0,0,0
14889,-18,1,5,6,6.91,1200,-122,1,0,0
14890,-16,0,7,7,26,1200,-14,0,0,0
14891,256,1,4,6,12.25,1200,252,1,0,0
14892,-126,0,4,6,3.25,1200,-124,0,0,0
14893,212,0,4,8,7,1200,152,0,0,0
14894,499,0,,,3.66,1200,,,0,
14895,152,0,4,9,15.5,1200,153,1,0,0
14896,48,0,4,8,14.83,1200,1357,0,0,0
14897,-5,0,,,0.33,1200,-26,0,0,0
14898,-122,0,1,6,13.75,1200,,,0,
14899,332,0,,,6.75,1300,505,1,0,0
