Id,donate_00,donate_01,donate_02,donate_03,donate_04,donate_05,donate_06,donate_07,donate_08,donate_09,donate_10,donate_11
104774,1,1,1,0,0,0,0,0,0,0,0,0
104775,1,1,1,1,1,1,1,1,1,0,1,1
104776,1,0,0,0,0,0,0,1,1,0,0,0
104777,1,0,1,0,1,0,1,0,1,1,0,0
104778,1,1,0,0,0,0,0,0,0,0,1,1
104779,1,0,0,0,0,0,1,1,0,1,1,1
104780,1,1,1,1,0,0,0,0,0,0,0,0
104781,1,0,0,0,0,0,0,0,0,0,0,0
104782,1,0,0,0,0,0,0,0,0,0,0,0
104783,1,0,0,0,0,0,0,0,0,0,0,0
104784,1,1,1,1,0,0,0,0,0,0,0,0
104785,1,0,0,0,0,0,0,0,0,0,0,0
104786,1,0,0,0,0,0,0,0,0,0,0,0
104787,1,0,0,0,0,0,0,0,0,0,0,0
104788,1,0,0,0,0,0,0,0,0,0,0,0
104789,1,1,1,1,1,1,1,1,1,1,1,1
104790,1,0,0,0,0,0,0,0,0,0,0,0
104791,1,1,1,1,1,1,0,0,0,1,1,0
104792,1,1,1,1,1,1,1,1,1,1,1,1
104793,1,1,1,1,1,1,0,0,0,0,0,0
104794,1,0,0,0,0,0,0,0,0,0,0,0
104795,1,0,0,0,0,0,0,0,0,0,0,0
104796,1,0,0,1,1,1,0,1,0,0,0,0
104797,1,1,1,0,0,1,0,1,1,0,0,0
104798,1,1,1,1,1,0,1,0,1,0,1,0
104799,1,1,1,1,0,1,0,0,0,1,0,0
104800,1,0,0,1,1,0,0,0,0,0,0,0
104801,1,1,1,1,0,1,0,1,1,1,1,1
104802,1,0,0,0,0,0,0,0,0,0,0,0
104803,1,0,0,0,0,0,0,0,0,0,0,0
104804,1,1,1,0,0,0,0,0,0,0,0,0
104805,1,0,0,0,0,0,0,0,0,0,0,0
104806,1,0,0,0,0,0,0,0,0,0,0,0
104807,1,0,0,0,0,0,0,0,0,0,0,0
104808,1,1,1,0,0,0,0,0,0,0,0,0
104809,1,0,0,1,0,1,0,0,0,0,0,0
104810,1,1,0,0,1,0,1,1,1,1,1,1
104811,1,0,0,1,0,0,0,0,0,0,0,0
104812,1,0,0,1,1,1,1,1,1,1,1,0
104813,1,1,0,1,0,1,0,0,0,0,0,0
104814,1,1,1,0,0,1,1,1,0,0,0,0
104815,1,1,0,0,0,0,0,0,0,0,0,0
104816,1,1,1,1,0,0,0,0,0,0,0,0
104817,1,0,0,0,0,0,0,0,0,0,0,0
104818,1,1,1,0,0,0,1,0,0,0,0,0
104819,1,1,1,1,1,0,0,0,0,0,0,0
104820,1,0,0,0,0,0,0,0,0,0,0,0
104821,1,1,1,0,0,1,0,0,0,0,1,1
104822,1,0,1,1,0,1,1,0,1,1,1,1
104823,1,1,0,1,1,1,1,0,0,1,1,1
104824,1,1,1,1,1,1,1,1,0,0,0,0
104825,1,1,0,0,0,0,0,0,0,0,0,0
104826,1,1,1,1,0,1,0,1,1,1,1,1
104827,1,1,1,1,1,1,1,1,0,1,0,0
104828,1,1,1,1,1,1,1,1,1,1,1,1
104829,1,1,0,0,0,0,0,0,0,0,0,0
104830,1,0,0,0,0,0,0,0,0,0,0,0
104831,1,1,1,0,0,0,0,0,0,0,0,0
104832,1,1,1,1,1,1,1,1,1,0,0,0
104833,1,1,1,0,0,0,0,0,0,0,0,0
104834,1,0,0,0,0,0,0,0,0,0,0,0
104835,1,0,0,0,0,0,0,0,0,0,0,0
104836,1,0,0,1,0,1,1,0,1,1,1,0
104837,1,1,1,0,0,0,0,0,0,0,0,0
104838,1,1,0,0,0,0,0,0,0,0,0,0
104839,1,1,1,0,0,0,0,0,0,0,0,0
104840,1,1,1,0,0,0,0,0,0,0,0,0
104841,1,1,1,0,0,0,0,0,0,0,0,0
104842,1,0,0,0,0,0,0,0,0,0,0,1
104843,1,1,0,1,1,0,1,0,1,0,0,1
104844,1,0,0,0,0,0,0,0,0,0,0,0
104845,1,0,0,0,0,0,0,0,0,0,0,0
104846,1,0,0,0,1,1,1,1,1,1,1,1
104847,1,1,0,0,0,0,0,0,0,0,0,0
104848,1,1,1,0,0,1,0,0,0,0,1,1
104849,1,0,0,0,0,0,0,0,0,0,0,0
104850,1,1,0,0,0,0,0,0,0,0,0,0
104851,1,0,0,0,0,0,0,0,0,0,0,0
104852,1,1,1,1,1,1,0,0,0,0,0,0
104853,1,1,1,1,1,1,1,0,1,1,1,1
104854,1,0,0,0,0,0,0,0,0,0,0,0
104855,1,1,1,1,0,1,1,0,0,0,0,0
104856,1,1,0,0,0,0,0,0,0,0,0,0
104857,1,0,1,1,1,0,1,0,1,1,0,0
104858,1,0,0,0,1,1,0,0,0,0,0,0
104859,1,1,0,0,1,0,0,0,0,1,1,1
104860,1,0,0,1,1,1,0,0,0,0,0,0
104861,1,1,1,0,0,1,1,1,0,0,0,0
104862,1,1,1,1,1,1,1,1,1,1,1,1
104863,1,0,0,0,0,0,1,0,0,0,0,0
104864,1,0,0,0,0,0,0,0,0,0,0,0
104865,1,1,0,1,1,1,1,0,0,0,0,0
104866,1,1,1,1,1,1,1,1,1,1,1,1
104867,1,0,0,0,0,0,0,0,0,0,0,0
104868,1,1,1,1,0,1,1,1,1,0,1,1
104869,1,0,0,0,0,0,0,0,0,0,0,0
104870,1,0,1,0,0,1,1,1,0,0,0,0
104871,1,1,0,0,0,0,0,0,0,0,0,0
104872,1,0,0,0,0,0,0,0,0,0,0,0
104873,1,0,0,0,0,0,0,0,0,0,1,0
104874,1,1,1,1,0,0,0,0,1,1,1,0
104875,1,1,1,0,0,0,0,0,0,0,0,0
104876,1,0,0,1,0,1,1,1,0,1,1,0
104877,1,0,0,1,0,0,0,1,0,0,0,0
104878,1,0,0,0,0,0,0,0,0,0,0,0
104879,1,0,0,0,0,0,0,0,0,0,0,0
104880,1,1,0,0,0,0,0,0,0,0,0,0
104881,1,1,1,0,0,0,0,0,0,0,0,0
104882,1,1,1,1,1,1,1,1,0,0,0,0
104883,1,0,0,0,0,0,0,0,0,0,0,0
104884,1,0,0,0,0,0,0,0,0,0,0,0
104885,1,0,0,0,0,0,0,0,0,0,0,0
104886,1,1,1,1,0,0,0,0,0,0,1,1
104887,1,0,0,1,1,1,1,1,1,0,1,0
104888,1,0,0,0,0,0,0,0,0,0,0,0
104889,1,1,1,0,0,0,0,0,0,0,0,0
104890,1,1,1,0,0,0,0,0,0,0,0,0
104891,1,1,1,1,1,1,0,0,0,0,0,0
104892,1,1,0,0,0,0,0,0,0,0,0,0
104893,1,0,0,0,0,0,0,0,0,0,0,0
104894,1,1,1,0,1,1,0,0,0,0,0,0
104895,1,1,1,0,0,0,0,1,0,0,0,0
104896,1,1,1,0,0,1,1,1,1,0,1,0
104897,1,0,0,0,0,0,0,0,0,0,0,0
104898,1,1,1,1,0,0,0,0,0,0,0,0
104899,1,0,0,0,0,0,0,0,0,0,0,0
104900,1,1,1,1,0,0,0,0,0,0,0,0
104901,1,1,1,0,1,0,0,0,0,0,0,0
104902,1,1,0,0,0,0,0,0,0,0,0,0
104903,1,1,1,1,0,1,1,1,1,1,0,1
104904,1,1,0,1,1,0,1,1,1,1,1,1
104905,1,1,0,0,0,0,0,0,0,0,0,0
104906,1,0,0,0,0,0,0,0,0,0,0,0
104907,1,0,0,1,1,1,0,0,0,0,1,0
104908,1,1,1,0,0,0,0,0,0,0,0,0
104909,1,0,1,0,0,0,0,0,1,1,1,0
104910,1,0,0,0,0,0,0,0,0,0,0,0
104911,1,1,1,0,1,0,1,0,0,0,0,0
104912,1,1,1,0,0,0,0,0,0,0,0,0
104913,1,1,1,1,1,1,1,1,1,1,1,1
104914,1,1,1,1,1,1,0,0,0,0,0,0
104915,1,0,0,0,0,0,0,0,0,0,0,0
104916,1,0,1,1,0,0,0,0,0,0,0,0
104917,1,1,0,0,0,0,0,1,1,0,0,0
104918,1,0,0,0,0,0,0,0,0,0,0,0
104919,1,0,0,0,0,0,0,0,0,0,0,0
104920,1,0,0,0,0,1,1,0,0,0,0,0
104921,1,1,1,0,1,1,1,0,1,1,0,0
104922,1,1,1,1,1,0,0,0,1,0,1,0
104923,1,1,0,1,0,0,0,0,0,0,0,1
104924,1,1,0,0,0,0,0,1,1,0,0,0
104925,1,1,0,0,0,0,0,0,0,0,0,0
104926,1,1,1,1,1,1,1,1,1,1,1,1
104927,1,0,0,0,0,0,0,0,0,0,0,0
104928,1,0,0,0,0,0,0,0,0,0,0,0
104929,1,1,0,0,0,0,0,0,0,0,0,0
104930,1,1,0,0,0,0,0,0,0,0,0,0
104931,1,1,1,1,1,1,0,1,0,1,1,1
104932,1,1,1,1,1,0,1,1,1,1,1,1
104933,1,0,0,0,0,0,0,0,0,0,0,0
104934,1,1,1,1,1,1,0,1,1,1,1,1
104935,1,1,1,1,1,1,1,1,1,1,1,1
104936,1,1,1,0,0,0,0,0,0,0,0,0
104937,1,1,1,0,0,0,0,0,0,0,0,0
104938,1,1,1,1,0,1,1,1,1,1,1,1
104939,1,1,0,1,0,1,1,1,1,1,1,1
104940,1,1,1,0,0,1,1,1,1,1,1,1
104941,1,0,1,0,0,0,1,0,1,1,0,0
104942,1,0,0,0,0,0,0,0,0,0,0,0
104943,1,0,0,0,0,0,0,0,0,0,0,0
104944,1,1,1,1,1,0,1,1,1,1,1,1
104945,1,0,0,0,0,0,0,0,0,0,0,0
104946,1,0,0,0,0,0,0,0,0,0,0,0
104947,1,1,0,0,0,0,0,0,0,0,0,0
104948,1,1,1,1,1,1,1,1,1,1,1,1
104949,1,0,1,1,1,1,1,1,1,1,1,1
104950,1,0,0,0,0,0,0,0,0,0,0,0
104951,1,0,0,0,0,0,0,0,0,0,0,0
104952,1,1,1,1,0,0,0,0,0,0,0,0
104953,1,0,0,0,0,0,0,0,0,0,0,0
104954,1,0,0,0,0,0,0,0,0,0,0,0
104955,1,1,1,0,0,0,0,0,0,0,0,0
104956,1,1,0,0,0,0,0,0,0,0,0,0
104957,1,1,1,0,1,1,0,0,0,0,0,0
104958,1,1,1,1,1,0,1,1,1,1,0,0
104959,1,0,0,0,0,0,0,0,0,0,0,0
104960,1,1,0,0,0,0,0,0,0,0,0,0
104961,1,1,1,1,1,1,0,1,0,0,1,0
104962,1,0,0,0,0,0,0,0,0,0,0,0
104963,1,1,0,0,0,0,0,0,0,0,0,0
104964,1,0,0,1,1,0,0,0,0,0,0,0
104965,1,1,1,1,1,1,1,0,0,0,0,1
104966,1,0,0,0,0,0,0,0,1,1,1,1
104967,1,1,1,1,1,1,1,1,1,1,1,1
104968,1,1,1,0,0,0,1,0,0,0,0,0
104969,1,0,0,0,0,0,0,0,0,0,0,0
104970,1,0,0,0,0,0,0,0,0,0,0,0
104971,1,0,0,0,0,0,0,0,0,0,0,0
104972,1,1,1,1,1,1,0,1,0,0,0,0
104973,1,1,1,1,1,1,1,1,1,1,0,1
104974,1,0,0,0,0,0,0,1,0,0,0,0
104975,1,0,0,0,0,0,0,0,0,0,0,0
104976,1,0,0,0,0,0,0,0,0,0,0,0
104977,1,0,0,0,0,0,0,0,0,0,0,0
104978,1,1,1,1,1,1,0,0,0,0,0,0
104979,1,1,1,0,0,1,1,1,1,1,1,0
104980,1,1,0,0,1,1,1,0,1,0,1,1
104981,1,1,1,1,0,1,1,1,1,1,1,1
104982,1,0,0,0,0,0,0,0,0,0,0,0
104983,1,0,1,1,1,1,0,0,0,0,0,0
104984,1,0,0,0,0,0,0,0,0,0,0,0
104985,1,0,0,1,0,0,0,0,0,0,0,0
104986,1,0,0,0,0,0,0,0,0,0,0,0
104987,1,1,0,1,1,1,1,1,1,1,0,1
104988,1,0,0,0,0,0,0,0,0,0,0,0
104989,1,1,1,0,0,0,1,1,0,1,0,0
104990,1,1,1,1,1,0,1,1,1,1,1,1
104991,1,1,0,0,0,0,0,0,0,0,0,0
104992,1,1,1,0,1,1,1,1,0,1,1,1
104993,1,0,0,0,0,1,0,0,0,0,0,0
104994,1,0,0,0,0,0,0,0,0,0,0,0
104995,1,1,1,1,1,1,1,1,0,1,1,1
104996,1,1,1,0,0,0,0,0,0,0,0,0
104997,1,1,1,0,1,1,0,0,1,0,0,0
104998,1,1,1,1,1,0,0,0,0,0,0,0
104999,1,1,1,1,0,0,0,0,0,0,0,0
105000,1,1,1,1,1,1,0,0,0,1,1,1
105001,1,1,1,0,0,0,0,0,0,0,0,0
105002,1,1,1,0,1,1,1,1,0,1,0,0
105003,1,1,1,1,0,0,0,0,0,0,0,0
105004,1,0,0,0,0,0,0,0,0,0,0,0
105005,1,0,0,0,0,0,0,0,0,0,0,0
105006,1,0,0,0,0,0,0,0,0,0,0,0
105007,1,1,0,0,0,0,0,0,1,1,0,0
105008,1,1,0,1,0,1,1,1,1,1,0,0
105009,1,0,0,1,1,0,0,0,0,0,0,0
105010,1,1,0,0,0,0,0,0,0,0,0,0
105011,1,0,0,0,0,0,0,0,0,0,0,0
105012,1,1,0,0,0,0,0,0,0,0,0,0
105013,1,0,0,0,0,0,0,1,0,0,0,0
105014,1,1,0,0,0,0,0,0,0,0,0,0
105015,1,1,0,0,0,0,0,0,0,0,0,0
105016,1,1,1,1,1,1,1,1,0,0,0,0
105017,1,0,1,1,1,1,1,0,1,0,0,0
105018,1,0,0,0,0,0,0,0,0,0,0,0
105019,1,0,0,1,0,1,0,0,0,0,0,0
105020,1,1,1,1,1,1,1,1,1,1,0,0
105021,1,1,1,0,0,0,0,0,0,0,0,0
105022,1,0,1,0,0,0,0,0,0,0,0,0
105023,1,1,0,0,0,0,0,0,0,0,0,0
105024,1,0,0,0,0,0,0,0,0,0,0,0
105025,1,0,0,0,0,0,0,0,0,0,0,0
105026,1,0,0,0,0,0,0,0,0,0,0,0
105027,1,0,0,0,0,0,1,0,0,0,1,0
105028,1,0,0,0,0,0,0,0,0,0,0,0
105029,1,1,1,0,0,0,1,0,1,1,0,0
105030,1,0,0,0,0,0,0,0,0,0,0,0
105031,1,1,1,1,1,1,1,1,1,1,1,1
105032,1,0,0,0,0,0,0,0,0,0,0,0
105033,1,1,1,1,1,1,0,0,0,0,0,0
105034,1,1,1,0,0,0,0,0,0,0,0,0
105035,1,1,1,1,0,0,0,1,0,1,0,0
105036,1,0,0,0,0,0,0,0,0,0,0,0
105037,1,0,0,0,0,0,0,0,0,0,0,0
105038,1,0,0,0,0,0,0,1,1,0,0,0
105039,1,1,1,1,1,1,1,1,1,1,1,1
105040,1,1,0,0,0,0,0,0,0,0,0,0
105041,1,1,1,0,0,0,0,0,0,0,0,0
105042,1,0,0,0,0,0,0,0,0,0,0,0
105043,1,1,0,0,0,0,1,0,1,1,1,1
105044,1,1,1,1,1,1,1,1,1,1,1,0
105045,1,1,0,0,0,0,0,0,0,0,0,0
105046,1,1,1,1,1,1,1,1,1,1,1,1
105047,1,0,0,0,0,0,0,0,0,0,0,0
105048,1,1,1,1,1,0,0,0,0,0,0,0
105049,1,0,0,0,0,0,0,0,0,0,0,0
105050,1,1,1,1,1,1,1,1,1,1,1,1
105051,1,0,0,0,0,0,0,0,0,0,0,0
105052,1,0,0,0,0,0,0,0,0,0,0,0
105053,1,0,0,0,0,1,0,0,1,0,0,0
105054,1,1,1,0,0,0,0,0,0,0,0,0
105055,1,1,1,1,0,1,0,1,1,0,1,0
105056,1,0,0,0,0,0,0,0,0,0,0,0
105057,1,1,1,0,0,0,0,0,0,0,0,0
105058,1,1,1,1,1,0,1,1,1,1,1,0
105059,1,0,0,0,0,0,1,0,0,0,0,0
105060,1,1,0,1,0,0,0,0,0,0,0,0
105061,1,1,1,1,1,0,1,0,1,1,1,0
105062,1,1,0,0,0,0,0,0,0,0,0,0
105063,1,1,0,0,1,1,0,1,1,1,1,0
105064,1,1,0,0,0,0,0,0,0,0,0,0
105065,1,0,0,0,0,0,0,0,0,0,0,1
105066,1,1,0,0,0,0,0,0,0,0,0,0
105067,1,1,1,1,1,1,1,0,1,1,1,1
105068,1,1,0,1,0,1,1,1,1,1,1,0
105069,1,1,1,1,1,1,0,1,1,1,1,1
105070,1,0,0,0,0,0,0,0,0,0,0,0
105071,1,0,1,0,0,0,0,0,0,0,0,0
105072,1,1,1,1,1,1,0,0,0,0,0,0
105073,1,1,0,0,1,1,0,0,1,1,1,1
105074,1,0,0,0,0,0,0,0,0,0,0,0
105075,1,1,1,1,0,1,1,1,1,1,1,0
105076,1,0,1,1,1,1,1,1,1,1,1,0
105077,1,0,0,0,0,0,0,0,0,0,0,0
105078,1,0,1,0,1,1,1,1,1,1,0,0
105079,1,1,1,0,0,0,0,0,0,0,0,0
105080,1,1,1,1,1,1,0,1,0,1,1,0
105081,1,0,0,0,0,0,0,0,0,0,0,0
105082,1,0,0,0,0,0,0,0,0,0,0,0
105083,1,0,0,1,1,0,0,1,1,1,1,1
105084,1,1,0,0,0,0,0,0,0,0,0,0
105085,1,1,1,1,0,0,0,0,0,0,0,0
105086,1,0,1,1,1,1,0,0,1,0,1,0
105087,1,1,1,1,1,1,1,1,0,0,0,0
105088,1,1,0,1,0,0,0,0,0,0,0,0
105089,1,0,0,0,0,0,0,0,0,0,0,0
105090,1,0,0,0,0,0,0,1,0,0,0,0
105091,1,1,1,1,1,1,1,1,1,1,1,0
105092,1,1,1,1,1,0,0,0,0,0,0,0
105093,1,0,0,0,0,0,0,1,1,0,1,0
105094,1,0,0,0,0,0,0,0,0,0,0,0
105095,1,1,1,1,0,0,0,0,0,0,0,0
105096,1,0,0,0,0,0,0,0,0,1,1,1
105097,1,1,0,0,0,0,0,0,0,0,0,0
105098,1,0,0,0,0,0,0,0,0,0,0,0
105099,1,0,0,0,0,0,0,0,0,0,0,0
105100,1,0,0,0,0,0,0,0,0,0,0,0
105101,1,1,1,0,0,0,0,0,0,0,0,0
105102,1,0,1,1,1,1,0,0,0,0,0,0
105103,1,0,0,0,0,0,0,0,0,0,0,0
105104,1,1,1,1,1,1,1,1,0,1,1,1
105105,1,1,1,0,0,0,0,0,0,0,0,0
105106,1,0,0,0,0,0,0,0,0,0,0,0
105107,1,1,0,0,1,1,1,1,0,1,1,1
105108,1,0,0,1,0,0,0,0,0,0,0,0
105109,1,1,0,1,0,0,0,0,0,1,1,0
105110,1,0,1,1,0,1,0,0,0,0,0,0
105111,1,0,0,0,0,0,0,0,0,0,0,0
105112,1,1,1,1,1,0,0,0,0,0,0,0
105113,1,1,1,1,1,1,1,1,1,1,1,1
105114,1,0,0,0,0,0,0,0,0,0,0,0
105115,1,1,0,0,1,1,1,1,1,1,0,1
105116,1,1,0,1,1,1,1,1,1,1,1,1
105117,1,0,0,0,0,0,0,0,0,0,0,0
105118,1,0,0,0,0,0,0,0,0,0,0,0
105119,1,1,0,0,0,0,0,0,0,0,0,0
105120,1,1,1,1,0,1,0,0,1,1,0,0
105121,1,0,0,0,0,0,0,0,0,0,0,0
105122,1,1,1,1,0,0,0,0,0,1,1,0
105123,1,0,0,0,1,0,1,1,1,1,1,1
105124,1,1,0,0,0,0,0,0,0,0,0,0
105125,1,0,0,0,0,0,0,0,0,0,0,0
105126,1,0,0,1,1,1,0,1,1,1,1,0
105127,1,1,0,1,0,1,1,1,1,1,0,0
105128,1,1,1,1,1,1,1,1,1,1,0,0
105129,1,0,0,0,1,1,1,1,1,1,1,1
105130,1,0,0,0,0,1,1,1,0,0,0,1
105131,1,1,1,1,1,1,1,1,1,1,1,1
105132,1,0,0,0,0,0,0,0,0,0,0,0
105133,1,1,0,1,0,1,0,0,1,0,0,0
105134,1,0,0,0,1,0,0,0,0,0,0,0
105135,1,0,0,0,0,0,0,0,0,0,0,0
105136,1,1,0,0,0,0,0,0,0,1,0,0
105137,1,0,0,0,0,0,0,0,0,0,0,0
105138,1,1,0,0,0,0,0,0,0,0,0,0
105139,1,0,0,0,0,0,0,0,0,0,0,0
105140,1,0,0,0,0,0,0,0,0,0,0,0
105141,1,1,0,1,1,1,1,0,0,0,0,0
105142,1,0,0,0,0,0,0,0,0,0,0,0
105143,1,0,0,0,0,1,1,1,0,1,0,1
105144,1,0,0,0,0,0,0,0,0,0,0,0
105145,1,0,0,0,0,0,0,0,0,0,0,0
105146,1,0,0,0,0,0,0,0,0,0,0,0
105147,1,1,0,0,0,0,0,0,0,0,0,0
105148,1,1,1,1,0,0,0,1,0,0,0,0
105149,1,1,0,1,1,0,1,1,0,0,0,0
105150,1,0,0,0,0,0,0,0,0,0,0,0
105151,1,1,1,1,1,0,0,0,0,0,0,0
105152,1,0,0,0,0,0,0,0,0,0,0,0
105153,1,1,1,1,1,0,0,0,0,0,0,0
105154,1,0,0,0,0,0,0,0,0,0,0,0
105155,1,1,1,1,1,1,1,1,0,1,1,1
105156,1,0,0,0,0,1,1,1,1,1,0,1
105157,1,0,0,0,0,0,0,0,0,0,0,0
105158,1,0,0,0,0,0,0,0,0,0,0,0
105159,1,0,1,0,0,0,1,0,0,0,0,0
105160,1,0,1,0,0,0,0,0,0,0,1,0
105161,1,0,0,0,0,0,0,0,0,0,0,0
105162,1,0,1,1,0,1,0,1,0,0,1,0
105163,1,0,0,0,0,0,0,0,0,0,0,0
105164,1,0,0,0,0,0,0,0,0,0,0,0
105165,1,1,1,1,0,1,0,0,0,0,0,0
105166,1,1,1,1,1,1,1,0,0,1,1,0
105167,1,1,0,0,0,0,0,0,0,0,0,0
105168,1,1,0,0,0,0,1,1,0,0,0,0
105169,1,1,1,1,0,1,1,1,1,1,0,0
105170,1,0,0,0,0,0,0,0,0,0,0,0
105171,1,0,0,0,0,0,0,0,0,0,0,0
105172,1,1,1,0,0,0,0,0,0,0,0,0
105173,1,0,0,0,0,0,0,0,0,0,0,0
105174,1,1,1,1,0,0,1,1,1,1,1,0
105175,1,1,0,0,0,1,0,0,0,0,0,0
105176,1,1,1,0,0,0,0,0,0,0,0,0
105177,1,1,0,0,0,0,0,0,0,0,0,0
105178,1,0,0,0,0,0,0,0,0,0,0,0
105179,1,0,1,0,0,1,1,1,1,1,0,0
105180,1,0,0,0,1,0,0,0,0,0,0,0
105181,1,1,1,1,0,0,0,0,0,0,0,0
105182,1,0,0,0,0,0,0,0,1,0,1,1
105183,1,0,0,0,0,0,0,0,0,0,0,0
105184,1,0,0,0,0,0,0,1,0,0,0,0
105185,1,1,0,0,0,0,0,0,0,0,0,0
105186,1,0,0,0,0,0,0,1,1,0,0,1
105187,1,1,1,1,1,1,1,1,0,0,0,0
105188,1,1,1,0,0,0,0,0,0,0,0,0
105189,1,1,1,1,1,1,0,0,0,0,0,0
105190,1,0,0,0,0,0,0,0,0,0,0,0
105191,1,1,1,1,0,0,0,0,0,0,0,0
105192,1,0,0,0,0,0,0,0,0,0,0,0
105193,1,0,0,0,0,0,0,0,0,0,0,0
105194,1,1,1,1,1,1,1,1,1,1,1,1
105195,1,1,0,0,0,0,0,0,0,0,0,0
105196,1,1,1,1,0,0,0,0,0,0,0,0
105197,1,0,0,1,0,1,0,0,0,0,0,0
105198,1,0,0,0,0,0,0,1,1,1,1,0
105199,1,1,0,0,0,0,0,0,0,0,0,0
105200,1,1,0,0,0,0,0,0,0,0,0,0
105201,1,1,1,1,1,1,0,0,1,1,1,0
105202,1,1,0,0,0,1,0,0,0,0,0,0
105203,1,0,0,0,0,0,0,0,0,0,0,0
105204,1,0,0,0,0,0,0,0,0,0,0,0
105205,1,0,0,0,0,0,0,0,0,1,0,0
105206,1,0,0,0,0,0,0,0,0,0,0,0
105207,1,0,1,0,1,0,0,0,0,0,0,0
105208,1,0,1,1,0,1,0,0,1,1,1,1
105209,1,1,0,0,0,0,0,0,0,0,1,0
105210,1,0,0,0,0,0,0,0,0,0,0,0
105211,1,0,0,0,0,0,0,0,0,0,0,0
105212,1,1,1,0,0,0,0,0,0,0,0,0
105213,1,0,1,0,1,1,1,0,0,0,0,1
105214,1,1,1,0,0,1,1,1,1,1,0,1
105215,1,1,1,1,0,0,0,0,0,0,0,0
105216,1,0,0,0,0,0,0,1,0,0,0,0
105217,1,1,1,0,0,0,0,0,0,0,0,0
105218,1,0,0,0,0,0,0,0,0,0,0,0
105219,1,0,0,0,1,0,0,1,0,0,0,0
105220,1,0,0,0,0,0,0,1,0,1,0,0
105221,1,0,0,0,0,0,0,0,0,0,0,0
105222,1,1,0,0,0,0,0,1,0,0,0,0
105223,1,0,0,0,0,0,0,0,0,1,1,0
105224,1,0,0,0,0,0,0,0,0,0,0,0
105225,1,1,0,1,1,1,1,1,0,0,1,1
105226,1,0,0,1,0,1,0,0,0,1,1,0
105227,1,1,1,0,0,0,0,0,0,1,1,0
105228,1,0,0,0,0,0,0,0,0,0,0,0
105229,1,1,0,0,0,0,0,0,0,0,0,0
105230,1,0,0,0,0,0,0,0,0,0,0,0
105231,1,1,0,0,0,0,0,0,0,0,0,0
105232,1,0,0,0,0,0,0,0,0,0,0,0
105233,1,0,0,0,0,0,0,0,0,0,0,0
105234,1,0,0,0,0,0,0,0,0,0,0,0
105235,1,0,0,1,1,0,0,0,0,0,0,0
105236,1,1,1,1,1,1,1,1,1,1,1,0
105237,1,0,1,1,1,1,1,1,1,1,0,0
105238,1,1,0,0,0,0,0,0,0,0,0,0
105239,1,0,0,0,0,0,0,0,0,0,0,0
105240,1,1,1,1,1,1,1,0,1,1,1,0
105241,1,0,0,0,0,0,0,0,0,0,0,0
105242,1,0,0,0,0,0,0,0,0,0,0,0
105243,1,1,1,1,1,1,1,0,1,1,0,0
105244,1,0,0,0,0,0,0,0,0,0,0,0
105245,1,1,1,1,1,1,0,1,0,0,1,0
105246,1,0,0,0,0,0,0,0,0,0,0,0
105247,1,0,0,0,0,0,0,0,0,0,0,0
105248,1,1,0,0,0,0,0,0,0,0,0,0
105249,1,1,1,1,1,1,0,0,0,0,0,0
105250,1,0,0,0,0,0,0,0,0,0,0,0
105251,1,1,1,1,1,0,1,0,1,1,1,0
105252,1,1,1,1,1,1,0,0,0,1,0,0
105253,1,1,0,0,1,0,0,0,0,0,0,0
105254,1,0,0,0,0,1,0,0,0,0,0,0
105255,1,1,0,0,1,1,0,0,1,0,0,0
105256,1,0,0,0,0,0,0,0,1,1,1,1
105257,1,1,1,0,0,0,1,0,1,1,0,1
105258,1,1,1,1,0,0,0,0,0,0,0,0
105259,1,1,0,1,1,0,0,1,1,1,1,0
105260,1,0,0,0,0,0,0,0,0,0,0,0
105261,1,0,0,0,0,0,0,0,0,0,0,0
105262,1,0,0,0,0,0,0,0,0,0,0,0
105263,1,0,0,0,0,0,0,0,0,0,0,0
105264,1,1,1,0,0,0,0,0,1,1,1,0
105265,1,0,0,0,0,0,0,0,0,0,0,0
105266,1,0,0,0,0,0,0,0,0,0,0,0
105267,1,1,1,1,1,1,0,0,0,0,0,0
105268,1,1,0,0,0,0,0,0,0,0,0,0
105269,1,1,1,0,1,1,0,0,0,0,0,0
105270,1,1,1,1,1,1,1,1,1,1,1,1
105271,1,0,0,0,0,0,0,0,0,0,0,0
105272,1,1,1,0,1,1,0,0,0,0,0,0
105273,1,1,1,1,1,1,1,1,1,1,1,1
105274,1,1,0,0,0,0,1,0,0,0,1,1
105275,1,0,0,0,0,0,0,0,0,0,0,0
105276,1,1,0,0,0,0,0,1,1,1,0,0
105277,1,0,0,0,0,0,0,0,0,0,0,0
105278,1,0,0,0,0,0,0,0,0,0,0,0
105279,1,1,1,1,1,1,1,1,1,1,1,0
105280,1,0,0,0,0,0,1,0,0,0,0,0
105281,1,0,0,0,0,0,0,0,0,0,0,0
105282,1,1,0,0,0,0,0,0,0,0,1,0
105283,1,0,0,0,0,0,0,0,0,0,0,0
105284,1,0,0,0,0,0,0,0,0,0,0,0
105285,1,0,0,0,0,0,0,0,0,0,0,0
105286,1,0,0,0,0,0,0,0,0,0,0,0
105287,1,1,1,1,1,1,0,0,0,0,0,0
105288,1,0,0,0,0,0,0,0,0,0,0,0
105289,1,1,1,0,0,0,0,1,1,1,1,0
